station name,lines,area,latitude,longitude
Adenauerplatz,U7,Charlottenburg,52.499722222222225,13.307222222222222
Adlershof,"S45, S46, S8, S85, S9",Adlershof,52.43472222222222,13.54138888888889
Afrikanische Straße,U6,Wedding,52.56055555555555,13.334166666666667
Ahrensfelde,S7,Marzahn,52.57166666666667,13.565000000000001
Alexanderplatz,"U2, U5, U8, S3, S5, S7, S9",Mitte,52.521388888888886,13.412638888888889
Alt-Mariendorf,U6,Mariendorf,52.439722222222215,13.3875
Alt-Reinickendorf,S25,Reinickendorf,52.57777777777778,13.350555555555555
Alt-Tegel,U6,Tegel,52.589444444444446,13.28361111111111
Alt-Tempelhof,U6,Tempelhof,52.46611111111111,13.385555555555555
Altglienicke,"S45, S9",Altglienicke,52.407222222222224,13.55888888888889
Altstadt Spandau,U7,Spandau,52.53916666666667,13.205555555555556
Amrumer Straße,U9,Wedding,52.54222222222222,13.34888888888889
Anhalter Bahnhof,"S1, S2, S25, S26",Kreuzberg,52.503055555555555,13.381944444444445
Attilastraße,S2,Tempelhof,52.44777777777777,13.360833333333334
Augsburger Straße,U3,Charlottenburg,52.50055555555556,13.336388888888889
Babelsberg,S7,Babelsberg,52.39138888888889,13.092222222222222
Baumschulenweg,"S45, S46, S47, S8, S85, S9",Baumschulenweg,52.4675,13.489722222222222
Bayerischer Platz,"U4, U7",Schöneberg,52.48861111111111,13.34
Bellevue,"S3, S5, S7, S9",Hansaviertel,52.519999999999996,13.347777777777779
Bergfelde,S8,Bergfelde,52.67027777777778,13.320277777777777
Berliner Straße,"U7, U9",Wilmersdorf,52.48722222222222,13.330833333333333
Bernau,S2,BernaubeiBerlin,52.67611111111111,13.593055555555557
Bernau-Friedenstal,S2,BernaubeiBerlin,52.66861111111111,13.564722222222223
Bernauer Straße,U8,Mitte,52.5375,13.396666666666667
Betriebsbahnhof Rummelsburg,S3,Rummelsburg,52.49388888888889,13.497777777777777
Beusselstraße,"S41, S42",Moabit,52.53444444444444,13.329444444444444
Biesdorf,S5,Biesdorf,52.51305555555555,13.555277777777778
Biesdorf-Süd,U5,Biesdorf,52.499722222222225,13.546388888888888
Birkenstein,S5,Dahlwitz-Hoppegarten,52.51583333333333,13.647499999999999
Birkenstraße,U9,Moabit,52.532222222222224,13.34138888888889
Birkenwerder,"S1, S8",Birkenwerder,52.68861111111111,13.28888888888889
Bismarckstraße,"U2, U7",Charlottenburg,52.51138888888889,13.304722222222223
Blankenburg,"S2, S8",Blankenburg,52.59138888888889,13.443611111111112
Blankenfelde,S2,Blankenfelde-Mahlow,52.33694444444445,13.416111111111112
Blaschkoallee,U7,Britz,52.45166666666667,13.449722222222222
Blissestraße,U7,Wilmersdorf,52.486666666666665,13.321944444444444
Boddinstraße,U8,Neukölln,52.47944444444445,13.425555555555555
Borgsdorf,S1,Borgsdorf,52.71555555555556,13.27638888888889
Bornholmer Straße,"S1, S2, S25, S26, S8, S85",PrenzlauerBerg,52.55444444444444,13.398055555555555
Borsigwerke,U6,Tegel,52.581944444444446,13.290833333333333
Botanischer Garten,S1,Lichterfelde,52.448055555555555,13.307222222222222
Brandenburger Tor,"U5, S1, S2, S25, S26",Mitte,52.51638888888889,13.380833333333333
Breitenbachplatz,U3,Dahlem,52.466944444444444,13.308611111111112
Britz-Süd,U7,Britz,52.437777777777775,13.448333333333334
Buch,S2,Buch,52.63583333333333,13.491666666666665
Buckower Chaussee,S2,Marienfelde,52.41027777777778,13.382777777777779
Bundesplatz,"U9, S41, S42, S46",Wilmersdorf,52.47819444444444,13.328333333333333
Bundestag,U5,Tiergarten,52.519999999999996,13.373055555555556
Bülowstraße,U2,Schöneberg,52.4975,13.363333333333333
Charlottenburg,"S3, S5, S7, S9",Charlottenburg,52.50472222222222,13.303333333333335
Cottbusser Platz,U5,Hellersdorf,52.53388888888889,13.596388888888889
Dahlem-Dorf,U3,Dahlem,52.4575,13.289722222222222
Deutsche Oper,U2,Charlottenburg,52.511944444444445,13.310555555555556
Eberswalder Straße,U2,Prenzlauer Berg,52.541666666666664,13.412222222222223
Eichborndamm,S25,Reinickendorf,52.5775,13.316944444444443
Eichwalde,"S46, S8",Eichwalde,52.37138888888889,13.615277777777777
Eisenacher Straße,U7,Schöneberg,52.489444444444445,13.350277777777777
Elsterwerdaer Platz,U5,Biesdorf,52.505,13.560555555555556
Erkner,S3,Erkner,52.42972222222222,13.751388888888888
Ernst-Reuter-Platz,U2,Charlottenburg,52.511944444444445,13.322222222222223
Fehrbelliner Platz,"U3, U7",Wilmersdorf,52.49027777777778,13.314166666666667
Feuerbachstraße,S1,Steglitz,52.46361111111111,13.3325
Flughafen BER – Terminal 1-2,"S45, S9",Schönefeld,52.36666666666667,13.503333333333334
Flughafen BER – Terminal 5,"S45, S9",Schönefeld,52.39138888888889,13.512777777777778
Frankfurter Allee,"U5, S41, S42, S8, S85",Friedrichshain,52.515,13.474444444444444
Frankfurter Tor,U5,Friedrichshain,52.51583333333333,13.454166666666666
Franz-Neumann-Platz,U8,Reinickendorf,52.56388888888888,13.364166666666666
Französische Straße,U6,Mitte,52.514722222222225,13.389166666666666
Fredersdorf,S5,Fredersdorf-Vogelsdorf,52.52638888888889,13.7625
Freie Universität,U3,Dahlem,52.45111111111111,13.281944444444445
Friedenau,S1,Schöneberg,52.47,13.340555555555556
Friedrich-Wilhelm-Platz,U9,Friedenau,52.471944444444446,13.32861111111111
Friedrichsfelde,U5,Friedrichsfelde,52.50611111111111,13.512777777777778
Friedrichsfelde Ost,"S5, S7, S75",Berlin-Marzahn,52.51416666666667,13.519722222222223
Friedrichshagen,S3,Friedrichshagen,52.4575,13.623333333333333
Friedrichstraße,"U6, S1, S2, S25, S26, S3, S5, S7, S9",Mitte,52.52027777777778,13.386944444444444
Frohnau,S1,Frohnau,52.6325,13.290277777777778
Gehrenseestraße,S75,Neu-Hohenschönhausen,52.556666666666665,13.524444444444445
Gesundbrunnen,"U8, S1, S2, S25, S26, S41, S42",Gesundbrunnen,52.54861111111111,13.38125
Gleisdreieck,"U1, U2",Kreuzberg,52.498333333333335,13.375277777777779
Gneisenaustraße,U7,Kreuzberg,52.49138888888889,13.39611111111111
Greifswalder Straße,"S41, S42, S8, S85",PrenzlauerBerg,52.54,13.440555555555555
Grenzallee,U7,Britz,52.46333333333334,13.443888888888889
Griebnitzsee,S7,Babelsberg,52.394444444444446,13.127222222222223
Grunewald,S7,Grunewald,52.48916666666667,13.261388888888888
Grünau,"S46, S8, S85",Grünau,52.4125,13.573888888888888
Grünbergallee,"S45, S9",Altglienicke,52.399166666666666,13.541666666666666
Görlitzer Bahnhof,U1,Kreuzberg,52.49916666666667,13.428055555555554
Güntzelstraße,U9,Wilmersdorf,52.49194444444444,13.330833333333333
Hackescher Markt,"S3, S5, S7, S9",Mitte,52.5225,13.402222222222223
Halemweg,U7,Charlottenburg-Nord,52.53666666666666,13.286388888888888
Halensee,"S41, S42, S46",Halensee,52.49611111111111,13.290555555555555
Hallesches Tor,"U1, U6",Kreuzberg,52.49777777777778,13.39111111111111
Hansaplatz,U9,Hansaviertel,52.51777777777777,13.342222222222222
Haselhorst,U7,Haselhorst,52.538888888888884,13.232777777777779
Hauptbahnhof,"U5, S3, S5, S7, S9",Moabit,52.525,13.369444444444445
Hausvogteiplatz,U2,Mitte,52.51305555555555,13.396666666666667
Heerstraße,"S3, S9",Westend,52.50861111111111,13.258611111111112
Hegermühle,S5,Strausberg,52.54888888888889,13.866666666666667
Heidelberger Platz,"U3, S41, S42, S46",Wilmersdorf,52.480000000000004,13.311944444444444
Heiligensee,S25,Heiligensee,52.624722222222225,13.229166666666666
Heinrich-Heine-Straße,U8,Mitte,52.51027777777778,13.415833333333333
Hellersdorf,U5,Hellersdorf,52.53666666666666,13.606388888888889
Hennigsdorf,S25,Hennigsdorf,52.63805555555555,13.205833333333333
Hermannplatz,"U7, U8",Neukölln,52.48722222222222,13.424722222222222
Hermannstraße,"U8, S41, S42, S45, S46, S47",Neukölln,52.4675,13.431249999999999
Hermsdorf,S1,Hermsdorf,52.617777777777775,13.306944444444445
Hirschgarten,S3,Friedrichshagen,52.45777777777778,13.603333333333333
Hohen Neuendorf,"S1, S8",HohenNeuendorf,52.66833333333333,13.286944444444444
Hohenschönhausen,S75,Neu-Hohenschönhausen,52.56638888888889,13.512222222222222
Hohenzollerndamm,"S41, S42, S46",Halensee,52.48861111111111,13.300277777777778
Hohenzollernplatz,U3,Wilmersdorf,52.494166666666665,13.324722222222222
Holzhauser Straße,U6,Tegel,52.575833333333335,13.296111111111111
Hoppegarten,S5,Dahlwitz-Hoppegarten,52.51833333333333,13.673333333333332
Humboldthain,"S1, S2, S25, S26",Gesundbrunnen,52.544999999999995,13.379444444444445
Hönow,U5,Hellersdorf,52.538333333333334,13.633888888888889
Innsbrucker Platz,"U4, S41, S42, S46",Schöneberg,52.478611111111114,13.34388888888889
Jakob-Kaiser-Platz,U7,Charlottenburg-Nord,52.53666666666666,13.293333333333333
Jannowitzbrücke,"U8, S3, S5, S7, S9",Mitte,52.515,13.418055555555554
Johannisthal,"S45, S46, S8, S85, S9",Niederschöneweide,52.446666666666665,13.523888888888889
Johannisthaler Chaussee,U7,Gropiusstadt,52.42944444444444,13.453055555555554
Julius-Leber-Brücke,S1,Schöneberg,52.486268888889,13.360211944444
Jungfernheide,"U7, U7, S41, S42",Charlottenburg,52.53055555555555,13.300138888888888
Kaiserdamm,U2,Westend,52.51,13.282222222222224
Kaiserin-Augusta-Straße,U6,Tempelhof,52.46,13.384722222222221
Karl-Bonhoeffer-Nervenklinik,"U8, S25",Wittenau,52.57833333333333,13.331388888888888
Karl-Marx-Straße,U7,Neukölln,52.476111111111116,13.439166666666667
Karlshorst,S3,Karlshorst,52.48083333333334,13.525833333333335
Karow,S2,Karow,52.615,13.469166666666666
Kaulsdorf,S5,Kaulsdorf,52.51222222222222,13.590277777777779
Kaulsdorf-Nord,U5,Hellersdorf,52.52111111111111,13.58888888888889
Kienberg,U5,Hellersdorf,52.52861111111111,13.590555555555556
Kleistpark,U7,Schöneberg,52.49055555555556,13.360277777777778
Klosterstraße,U2,Mitte,52.51611111111111,13.412222222222223
Kochstraße,U6,Kreuzberg,52.505833333333335,13.390555555555554
Konstanzer Straße,U7,Wilmersdorf,52.493611111111115,13.31
Kottbusser Tor,"U1, U8",Kreuzberg,52.49916666666667,13.418055555555554
Krumme Lanke,U3,Zehlendorf,52.44333333333333,13.241388888888888
Kurfürstendamm,"U1, U9",Charlottenburg,52.50416666666667,13.333055555555555
Kurfürstenstraße,U1,Tiergarten,52.5,13.361944444444443
Kurt-Schumacher-Platz,U6,Reinickendorf,52.56333333333333,13.3275
Köllnische Heide,"S45, S46, S47",Neukölln,52.46944444444445,13.4675
Königs Wusterhausen,S46,KönigsWusterhausen,52.29666666666667,13.631111111111112
Köpenick,S3,Köpenick,52.45861111111111,13.580833333333333
Landsberger Allee,"S41, S42, S8, S85",PrenzlauerBerg,52.529444444444444,13.454722222222221
Lankwitz,S25,Lankwitz,52.438611111111,13.341666666667
Lehnitz,S1,Lehnitz,52.74111111111111,13.26361111111111
Leinestraße,U8,Neukölln,52.47361111111111,13.428055555555554
Leopoldplatz,"U6, U9",Wedding,52.546388888888885,13.359166666666667
Lichtenberg,"U5, S5, S7, S75",Lichtenberg,52.510555555555555,13.496388888888887
Lichtenrade,S2,Lichtenrade,52.387146,13.396526
Lichterfelde Ost,"S25, S26",Lichterfelde,52.43,13.328888888889
Lichterfelde Süd,"S25, S26",Lichterfelde,52.41,13.308611111111
Lichterfelde West,S1,Lichterfelde,52.44333333333333,13.294722222222221
Lindauer Allee,U8,Reinickendorf,52.57527777777778,13.339166666666667
Lipschitzallee,U7,Gropiusstadt,52.42472222222222,13.462777777777777
Louis-Lewin-Straße,U5,Hellersdorf,52.538888888888884,13.618333333333334
Magdalenenstraße,U5,Lichtenberg,52.5125,13.486388888888888
Mahlow,S2,Blankenfelde-Mahl,52.360230555556,13.408480555556
Mahlsdorf,S5,Mahlsdorf,52.511944444444445,13.61
Marienfelde,S2,Marienfelde,52.424166666667,13.374722222222
Marzahn,S7,Marzahn,52.54361111111111,13.54111111111111
Mehringdamm,U6,Kreuzberg,52.49444444444445,13.38861111111111
Mehrower Allee,S7,Marzahn,52.5575,13.553611111111111
Mendelssohn-Bartholdy-Park,U2,Kreuzberg,52.50388888888889,13.375
Messe Nord/ICC,"S41, S42, S46",Charlottenburg,52.507777777777775,13.281666666666668
Messe Süd,"S3, S9",Westend,52.49861111111111,13.270277777777778
Mexikoplatz,S1,Zehlendorf,52.4375,13.2325
Mierendorffplatz,U7,Charlottenburg,52.526666666666664,13.305000000000001
Mohrenstraße,U2,Mitte,52.51166666666666,13.384722222222221
Moritzplatz,U8,Kreuzberg,52.50361111111111,13.410833333333334
"Museumsinsel 52° 31′ 3″ N, 13° 23′ 54″ O",U5,Mitte,52.5175,13.398333333333333
Märkisches Museum,U2,Mitte,52.511944444444445,13.408888888888889
Möckernbrücke,"U1, U7",Kreuzberg,52.49916666666667,13.383055555555556
Mühlenbeck-Mönchmühle,S8,MühlenbeckerLand,52.65472222222222,13.386666666666667
Naturkundemuseum,U6,Mitte,52.53111111111111,13.3825
Nauener Platz,U9,Wedding,52.55166666666666,13.3675
Neu-Westend,U2,Westend,52.51555555555556,13.261111111111111
Neuenhagen,S5,NeuenhagenbeiBerlin,52.520833333333336,13.700277777777776
Neukölln,"U7, S41, S42, S45, S46, S47",Neukölln,52.46944444444445,13.442222222222222
Nikolassee,"S1, S7",Nikolassee,52.431666666666665,13.193333333333333
Nollendorfplatz,"U1, U1, U2",Schöneberg,52.49944444444444,13.35361111111111
Nordbahnhof,"S1, S2, S25, S26",Mitte,52.53194444444444,13.387777777777778
Nöldnerplatz,"S5, S7, S75",Rummelsburg,52.50388888888889,13.485277777777776
Nürnberger Platz,U3,Wilmersdorf,52.498333333333335,13.334166666666667
Oberspree,S47,Niederschöneweide,52.4525,13.538333333333334
Olympia-Stadion,U2,Westend,52.51722222222222,13.25
Olympiastadion,"S3, S9",Westend,52.51166666666666,13.2425
Onkel Toms Hütte,U3,Zehlendorf,52.45027777777778,13.253333333333334
Oranienburg,S1,Oranienburg,52.75361111111111,13.249722222222221
Oranienburger Straße,"S1, S2, S25, S26",Mitte,52.525046,13.392924
Oranienburger Tor,U6,Mitte,52.525,13.3875
Osdorfer Straße,S25,Lichterfelde,52.41925,13.314555555556
Oskar-Helene-Heim,U3,Dahlem,52.45027777777778,13.269722222222223
Osloer Straße,"U8, U9",Gesundbrunnen,52.55694444444444,13.373333333333333
Ostbahnhof,"S3, S5, S7, S75, S9",Friedrichshain,52.51,13.434722222222222
Osthafen,U1,Friedrichshain,52.50222222222222,13.446388888888889
Ostkreuz,"S3, S41, S42, S5, S7, S75, S8, S85",Friedrichshain,52.503055555555555,13.46888888888889
Otisstraße,U6,Reinickendorf,52.571111111111115,13.302777777777779
Pankow,"U2, S2, S8, S85",Pankow,52.56666666666667,13.411111111111111
Pankow-Heinersdorf,"S2, S8",Pankow,52.57833333333333,13.429722222222221
Pankstraße,U8,Gesundbrunnen,52.55222222222222,13.381388888888889
Paracelsus-Bad,U8,Reinickendorf,52.57416666666667,13.349166666666667
Paradestraße,U6,Tempelhof,52.47805555555556,13.386111111111111
Parchimer Allee,U7,Britz,52.44472222222222,13.449722222222222
Paulsternstraße,U7,Haselhorst,52.53805555555555,13.247777777777777
Petershagen Nord,S5,PetershagenEggersdorf,52.52916666666667,13.79111111111111
Pichelsberg,"S3, S9",Westend,52.51027777777778,13.227222222222222
Platz der Luftbrücke,U6,Kreuzberg,52.48555555555556,13.385833333333332
Plänterwald,"S8, S85, S9",Plänterwald,52.478611111111114,13.473333333333333
Podbielskiallee,U3,Dahlem,52.46416666666667,13.295833333333333
Poelchaustraße,S7,Marzahn,52.535555555555554,13.535555555555556
Potsdam Hauptbahnhof,S7,Potsdam,52.391666666666666,13.066666666666666
Potsdamer Platz,"U2, S1, S2, S25, S26",Mitte,52.50944444444445,13.375833333333334
Prenzlauer Allee,"S41, S42, S8, S85",PrenzlauerBerg,52.54472222222222,13.42611111111111
Priesterweg,"S2, S25, S26",Schöneberg,52.4601,13.3563
Prinzenstraße,U1,Kreuzberg,52.498333333333335,13.405833333333334
Rahnsdorf,S3,Rahnsdorf,52.45166666666667,13.689722222222223
Raoul-Wallenberg-Straße,S7,Marzahn,52.55083333333333,13.5475
Rathaus Neukölln,U7,Neukölln,52.481944444444444,13.433055555555555
Rathaus Reinickendorf,U8,Wittenau,52.58833333333334,13.325833333333334
Rathaus Schöneberg,U4,Schöneberg,52.48305555555556,13.341944444444445
Rathaus Spandau,U7,Spandau,52.53527777777778,13.199722222222222
Rathaus Steglitz,"U9, S1",Steglitz,52.45611111111111,13.320833333333333
Rehberge,U6,Wedding,52.556666666666665,13.341111111111111
Reinickendorfer Straße,U6,Wedding,52.54,13.370277777777778
Residenzstraße,U8,Reinickendorf,52.571111111111115,13.360555555555555
Richard-Wagner-Platz,U7,Charlottenburg,52.51583333333333,13.307500000000001
Rohrdamm,U7,Siemensstadt,52.53722222222222,13.2625
Rosa-Luxemburg-Platz,U2,Mitte,52.52833333333333,13.410277777777779
Rosenthaler Platz,U8,Mitte,52.53,13.401111111111112
"Rotes Rathaus 52° 31′ 7″ N, 13° 24′ 30″ O",U5,Mitte,52.51861111111111,13.408333333333333
Rudow,U7,Rudow,52.41611111111111,13.495277777777776
Ruhleben,U2,Westend,52.525555555555556,13.241388888888888
Rummelsburg,S3,Rummelsburg,52.50111111111111,13.47888888888889
Röntgental,S2,Panketal,52.64861111111111,13.513333333333334
Rüdesheimer Platz,U3,Wilmersdorf,52.473333333333336,13.314444444444446
Samariterstraße,U5,Friedrichshain,52.514722222222225,13.464444444444444
Savignyplatz,"S3, S5, S7, S9",Charlottenburg,52.505277777778,13.318888888889
Scharnweberstraße,U6,Reinickendorf,52.566944444444445,13.312777777777779
Schichauweg,S2,Lichtenrade,52.398547,13.389372
Schillingstraße,U5,Mitte,52.52027777777778,13.421666666666667
Schlachtensee,S1,Nikolassee,52.44,13.215277777777777
Schlesisches Tor,U1,Kreuzberg,52.50083333333333,13.441666666666666
Schloßstraße,"U9, U9",Steglitz,52.46083333333333,13.324444444444444
Schulzendorf,S25,Heiligensee,52.61277777777778,13.245833333333332
Schwartzkopffstraße,U6,Mitte,52.53527777777778,13.377222222222223
Schöneberg,"S1, S41, S42, S46",Schöneberg,52.47944444444445,13.351666666666667
Schöneweide,"S45, S46, S47, S8, S85, S9",Niederschöneweide,52.455000000000005,13.509444444444444
Schönfließ,S8,MühlenbeckerLand,52.664722222222224,13.340277777777779
Schönhauser Allee,"U2, S41, S42, S8, S85",Prenzlauer Berg,52.549166666666665,13.416111111111112
Schönholz,"S1, S25, S26",Reinickendorf,52.57138888888889,13.381388888888889
Schönleinstraße,U8,Kreuzberg,52.49305555555556,13.421944444444444
Seestraße,U6,Wedding,52.55,13.352777777777778
Senefelderplatz,U2,Prenzlauer Berg,52.5325,13.4125
Siemensdamm,U7,Siemensstadt,52.53666666666666,13.275555555555556
Sonnenallee,"S41, S42",Neukölln,52.47277777777778,13.455277777777777
Sophie-Charlotte-Platz,U2,Charlottenburg,52.51083333333333,13.296666666666667
Spandaubis 1997 Spandau West),"S3, S9",Spandau,52.53472222222222,13.195833333333333
Spichernstraße,"U3, U9",Wilmersdorf,52.49666666666667,13.331111111111111
Spindlersfeld,S47,Köpenick,52.447222222222216,13.561388888888889
Spittelmarkt,U2,Mitte,52.51111111111111,13.403611111111111
Springpfuhl,"S7, S75",Marzahn,52.52722222222222,13.536388888888888
Stadtmitte,"U2, U6",Mitte,52.51222222222222,13.389444444444443
Storkower Straße,"S41, S42, S8, S85",PrenzlauerBerg,52.52388888888889,13.464444444444444
Strausberg,S5,Strausberg,52.53194444444444,13.836944444444445
Strausberg Nord,S5,Strausberg,52.59027777777778,13.908333333333333
Strausberg Stadt,S5,Strausberg,52.57666666666667,13.887777777777778
Strausberger Platz,U5,Friedrichshain,52.518055555555556,13.430833333333332
Stresow,"S3, S9",Spandau,52.53194444444444,13.208888888888888
Sundgauer Straße,S1,Zehlendorf,52.436388888888885,13.273888888888889
Südende,"S25, S26",Steglitz,52.448117,13.353646
Südkreuz,"S2, S25, S26, S41, S42, S45, S46",Schöneberg,52.47555555555556,13.364444444444445
Südstern,U7,Kreuzberg,52.489444444444445,13.407777777777778
Tegel,S25,Tegel,52.58861111111111,13.289444444444444
Teltow Stadt,S25,Telt,52.396878,13.276392
Tempelhof,"U6, S41, S42, S45, S46",Tempelhof,52.47083333333334,13.385277777777777
Theodor-Heuss-Platz,U2,Westend,52.50972222222222,13.273055555555556
Tiergarten,"S3, S5, S7, S9",Hansaviertel,52.51444,13.33649
Tierpark,U5,Friedrichsfelde,52.49638888888889,13.523333333333333
Treptower Park,"S41, S42, S8, S85, S9",Alt-Treptow,52.49388888888889,13.461388888888887
Turmstraße,U9,Moabit,52.52583333333333,13.343333333333334
Uhlandstraße,U1,Charlottenburg,52.5025,13.325555555555555
Ullsteinstraße,U6,Tempelhof,52.45388888888889,13.384444444444444
Unter den Linden,"U5, U6",Mitte,52.51694444444444,13.38888888888889
Viktoria-Luise-Platz,U4,Schöneberg,52.49611111111111,13.342777777777778
Vinetastraße,U2,Pankow,52.55916666666666,13.413333333333334
Voltastraße,U8,Gesundbrunnen,52.54222222222222,13.393055555555556
Waidmannslust,"S1, S26",Waidmannslust,52.60638888888889,13.321111111111112
Walther-Schreiber-Platz,U9,Friedenau,52.465,13.331666666666667
Wannsee,"S1, S7",Wannsee,52.421388888888885,13.179166666666665
Warschauer Straße,"U1, S3, S5, S7, S75, S9",Friedrichshain,52.505694444444444,13.44972222222222
Wartenberg,S75,Neu-Hohenschönhausen,52.573055555555555,13.50388888888889
Waßmannsdorf,"S45, S9",WamannsdorfSchönefeld,52.36805555555556,13.463333333333333
Weberwiese,U5,Friedrichshain,52.516666666666666,13.445
Wedding,"U6, S41, S42",Wedding,52.5425,13.366111111111111
Weinmeisterstraße,U8,Mitte,52.525555555555556,13.405000000000001
Westend,"S41, S42, S46",Charlottenburg,52.518055555555556,13.284444444444444
Westhafen,"U9, S41, S42",Moabit,52.53638888888889,13.34388888888889
Westkreuz,"S3, S41, S42, S46, S5, S7, S9",Charlottenburg,52.50111111111111,13.283888888888889
Westphalweg,U6,Mariendorf,52.44638888888888,13.385555555555555
Wildau,S46,Wildau,52.32,13.633888888888889
Wilhelmshagen,S3,Rahnsdorf,52.43861111111111,13.722222222222223
Wilhelmsruh,"S1, S26",Reinickendorf,52.581388888888895,13.363055555555555
Wilmersdorfer Straße,U7,Charlottenburg,52.50666666666667,13.306666666666667
Wittenau,"U8, S1, S26",Wittenau,52.59583333333334,13.336666666666668
Wittenbergplatz,U1,Schöneberg,52.50194444444445,13.343055555555557
Wollankstraße,"S1, S25, S26",Pankow,52.56527777777777,13.392222222222221
Wuhletal,"U5, S5",Kaulsdorf,52.5125,13.575
Wuhlheide,S3,Köpenick,52.46888888888889,13.553333333333335
Wutzkyallee,U7,Gropiusstadt,52.42333333333333,13.474722222222223
Yorckstraße,"U7, S2, S25, S26, S1",Schöneberg,52.49250000000001,13.370277777777778
Zehlendorf,S1,Zehlendorf,52.43083333333333,13.258333333333333
Zepernick,S2,Panketal,52.65972222222222,13.533888888888889
Zeuthen,S46,Zeuthen,52.34861111111111,13.627500000000001
Zitadelle,U7,Haselhorst,52.53777777777778,13.217777777777778
Zoologischer Garten,"U2, U9, S3, S5, S7, S9",Charlottenburg,52.507222222222225,13.3325
Zwickauer Damm,U7,Gropiusstadt,52.42333333333333,13.483888888888888
